Company,Technology,Mentions_SocialMedia,Mentions_Internet,Market_Penetration (%),Sentiment_SocialMedia,Sentiment_Internet,Innovation_Index,Category,Region,Revenue_Estimate (USD),Employee_Count,Date,Sentiment_Score_SocialMedia,Sentiment_Score_Internet,Growth_Rate_Mentions_SocialMedia,Growth_Rate_Mentions_Internet
Agritech Tunisia,Sustainable Agriculture,296,300,21.76,négatif,négatif,8,AI,Sub-Saharan Africa,3287931,258,2024-12-08,-1,-1,0.034965034965035,4.172413793103448
Agritech Tunisia,Drones for Crop Monitoring,412,105,2.29,négatif,négatif,8,Smart Irrigation,North Africa,2398433,838,2024-12-08,-1,-1,0.3918918918918919,-0.65
Agritech Tunisia,IoT for Farming,38,296,4.04,neutre,positif,5,Precision Agriculture,North Africa,1888477,465,2024-12-08,0,1,-0.9077669902912622,1.8190476190476192
Agritech Tunisia,Drones for Crop Monitoring,148,134,18.3,négatif,neutre,3,IoT,North Africa,3896729,916,2024-12-08,-1,0,2.8947368421052633,-0.5472972972972974
Agritech Tunisia,Sustainable Agriculture,103,253,27.71,neutre,neutre,8,Water Management,North Africa,3521224,624,2024-12-08,0,0,-0.30405405405405406,0.8880597014925373
Agritech Tunisia,Water Management,257,158,2.03,négatif,neutre,9,Precision Agriculture,Tunisia,4792336,368,2024-12-08,-1,0,1.495145631067961,-0.3754940711462451
Agritech Tunisia,Agricultural Robotics,223,129,3.06,négatif,positif,8,IoT,Global,2205141,512,2024-12-08,-1,1,-0.13229571984435795,-0.18354430379746833
Agritech Tunisia,Sustainable Agriculture,154,186,16.37,positif,neutre,6,AI,North Africa,3947469,807,2024-12-08,1,0,-0.3094170403587444,0.44186046511627897
Agritech Tunisia,Agriculture 4.0,338,166,29.43,neutre,positif,4,Technology Adoption,Global,2625088,817,2024-12-08,0,1,1.1948051948051948,-0.10752688172043012
Agritech Tunisia,AI in Agriculture,388,149,23.59,positif,positif,9,Robotics,Sub-Saharan Africa,2099242,865,2024-12-08,1,1,0.14792899408284033,-0.10240963855421692
Agritech Tunisia,AI in Agriculture,404,191,9.73,négatif,neutre,1,Robotics,Sub-Saharan Africa,227538,980,2024-12-08,-1,0,0.04123711340206193,0.2818791946308725
Agritech Tunisia,Precision Agriculture,18,299,25.22,positif,négatif,4,Drones,North Africa,3902265,961,2024-12-08,1,-1,-0.9554455445544554,0.5654450261780104
Agritech Tunisia,Water Management,359,91,21.48,neutre,négatif,4,Climate Change,Tunisia,1350397,327,2024-12-08,0,-1,18.944444444444443,-0.6956521739130435
Agritech Tunisia,Water Management,325,185,18.95,positif,neutre,9,Robotics,Tunisia,3544040,718,2024-12-08,1,0,-0.09470752089136492,1.0329670329670328
Agritech Tunisia,Sustainable Agriculture,75,108,25.24,positif,négatif,10,Robotics,Europe,3209275,874,2024-12-08,1,-1,-0.7692307692307692,-0.4162162162162162
Agritech Tunisia,Agriculture 4.0,287,87,13.37,négatif,positif,5,AI,North Africa,2917572,938,2024-12-08,-1,1,2.8266666666666667,-0.19444444444444442
Agritech Tunisia,Climate-Smart Agriculture,281,24,9.4,neutre,positif,2,Smart Irrigation,Tunisia,170474,103,2024-12-08,0,1,-0.020905923344947785,-0.7241379310344828
Agritech Tunisia,Precision Agriculture,89,107,10.14,positif,positif,8,Robotics,Global,175413,261,2024-12-08,1,1,-0.6832740213523132,3.458333333333333
Agritech Tunisia,Drones for Crop Monitoring,65,186,26.89,neutre,négatif,3,AI,Global,313617,971,2024-12-08,0,-1,-0.2696629213483146,0.7383177570093458
Agritech Tunisia,Water Management,342,30,8.06,négatif,neutre,8,Precision Agriculture,Sub-Saharan Africa,2656973,770,2024-12-08,-1,0,4.2615384615384615,-0.8387096774193549
Agritech Tunisia,Precision Agriculture,223,13,23.45,positif,négatif,8,Technology Adoption,Tunisia,2827144,617,2024-12-08,1,-1,-0.347953216374269,-0.5666666666666667
Agritech Tunisia,IoT for Farming,274,15,24.76,négatif,neutre,1,Precision Agriculture,Global,656800,222,2024-12-08,-1,0,0.22869955156950672,0.15384615384615374
Agritech Tunisia,Agriculture 4.0,30,164,27.92,positif,neutre,4,Drones,Global,2467504,542,2024-12-08,1,0,-0.8905109489051095,9.933333333333334
Agritech Tunisia,Sustainable Agriculture,15,53,16.99,neutre,neutre,2,Drones,Europe,4505155,839,2024-12-08,0,0,-0.5,-0.6768292682926829
Agritech Tunisia,Water Management,176,86,12.77,neutre,négatif,9,Climate Change,Tunisia,4465798,780,2024-12-08,0,-1,10.733333333333333,0.6226415094339623
Agritech Tunisia,AI in Agriculture,31,265,13.52,neutre,positif,6,Drones,Global,2455493,809,2024-12-08,0,1,-0.8238636363636364,2.0813953488372094
Agritech Tunisia,Sustainable Agriculture,259,259,19.34,neutre,négatif,7,AI,North Africa,4612801,255,2024-12-08,0,-1,7.35483870967742,-0.02264150943396226
Agritech Tunisia,Water Management,137,240,20.76,positif,négatif,8,IoT,Sub-Saharan Africa,318453,729,2024-12-08,1,-1,-0.471042471042471,-0.07335907335907332
Agritech Tunisia,Precision Agriculture,345,52,11.59,neutre,positif,6,Precision Agriculture,North Africa,2829965,385,2024-12-08,0,1,1.5182481751824817,-0.7833333333333333
Agritech Tunisia,Climate-Smart Agriculture,233,191,23.52,neutre,positif,5,Robotics,Sub-Saharan Africa,1471704,254,2024-12-08,0,1,-0.32463768115942027,2.673076923076923
Agritech Tunisia,Smart Irrigation,470,140,29.74,négatif,neutre,8,IoT,Europe,4799591,405,2024-12-08,-1,0,1.0171673819742488,-0.2670157068062827
Agritech Tunisia,IoT for Farming,270,265,28.59,neutre,négatif,1,IoT,Sub-Saharan Africa,669891,834,2024-12-08,0,-1,-0.42553191489361697,0.8928571428571428
Agritech Tunisia,Drones for Crop Monitoring,143,22,17.5,neutre,neutre,6,AI,Sub-Saharan Africa,880409,484,2024-12-08,0,0,-0.4703703703703703,-0.9169811320754717
Agritech Tunisia,Precision Agriculture,246,168,20.05,négatif,négatif,8,Drones,Tunisia,2880179,970,2024-12-09,-1,-1,0.7202797202797202,6.636363636363637
Agritech Tunisia,Water Management,263,148,3.97,positif,négatif,6,Sustainability,North Africa,1337249,525,2024-12-09,1,-1,0.06910569105691056,-0.11904761904761907
Agritech Tunisia,Smart Irrigation,148,295,12.47,positif,positif,7,Sustainability,Tunisia,4631126,928,2024-12-09,1,1,-0.43726235741444863,0.9932432432432432
Agritech Tunisia,Drones for Crop Monitoring,372,11,6.27,neutre,négatif,6,IoT,Europe,586357,315,2024-12-09,0,-1,1.5135135135135136,-0.9627118644067797
Agritech Tunisia,Water Management,163,75,27.48,négatif,positif,10,Water Management,Sub-Saharan Africa,2840357,945,2024-12-09,-1,1,-0.5618279569892473,5.818181818181818
Agritech Tunisia,Agriculture 4.0,469,165,28.88,négatif,positif,10,Drones,North Africa,2207539,724,2024-12-09,-1,1,1.8773006134969323,1.2000000000000002
Agritech Tunisia,Precision Agriculture,217,225,17.6,positif,positif,5,IoT,Sub-Saharan Africa,3904060,404,2024-12-09,1,1,-0.5373134328358209,0.36363636363636354
Agritech Tunisia,Water Management,38,252,7.5,neutre,négatif,5,Technology Adoption,North Africa,4651794,854,2024-12-09,0,-1,-0.8248847926267281,0.1200000000000001
Agritech Tunisia,Drones for Crop Monitoring,442,33,16.11,neutre,positif,9,Precision Agriculture,North Africa,4235527,772,2024-12-09,0,1,10.631578947368421,-0.8690476190476191
Agritech Tunisia,Drones for Crop Monitoring,357,260,16.1,neutre,neutre,5,Sustainability,Global,675902,684,2024-12-09,0,0,-0.1923076923076923,6.878787878787879
Agritech Tunisia,Precision Agriculture,391,163,13.64,négatif,neutre,3,IoT,Europe,2704047,886,2024-12-09,-1,0,0.09523809523809534,-0.3730769230769231
Agritech Tunisia,Water Management,298,53,14.42,neutre,négatif,2,Water Management,Global,4021082,411,2024-12-09,0,-1,-0.23785166240409206,-0.6748466257668712
Agritech Tunisia,Sustainable Agriculture,393,269,8.53,positif,négatif,2,IoT,Sub-Saharan Africa,2104026,143,2024-12-09,1,-1,0.31879194630872476,4.0754716981132075
Agritech Tunisia,Agricultural Robotics,384,260,7.21,négatif,neutre,4,Climate Change,Europe,3625662,411,2024-12-09,-1,0,-0.022900763358778664,-0.03345724907063197
Agritech Tunisia,Agricultural Robotics,41,23,4.62,négatif,neutre,2,Sustainability,Global,4312327,689,2024-12-09,-1,0,-0.8932291666666666,-0.9115384615384615
Agritech Tunisia,Drones for Crop Monitoring,216,141,16.22,négatif,neutre,6,Drones,Europe,558245,842,2024-12-09,-1,0,4.2682926829268295,5.130434782608695
Agritech Tunisia,IoT for Farming,225,26,18.1,positif,négatif,8,Precision Agriculture,Global,1463078,334,2024-12-09,1,-1,0.04166666666666674,-0.8156028368794326
Agritech Tunisia,Agricultural Robotics,16,269,19.08,positif,négatif,8,Water Management,Sub-Saharan Africa,4988132,621,2024-12-09,1,-1,-0.9288888888888889,9.346153846153847
Agritech Tunisia,AI in Agriculture,350,215,13.1,neutre,positif,3,Water Management,Europe,1077719,27,2024-12-09,0,1,20.875,-0.2007434944237918
Agritech Tunisia,Sustainable Agriculture,409,202,12.13,neutre,négatif,6,Robotics,North Africa,3154526,593,2024-12-09,0,-1,0.1685714285714286,-0.06046511627906981
Agritech Tunisia,Precision Agriculture,133,39,16.43,neutre,positif,4,IoT,Tunisia,3867171,332,2024-12-09,0,1,-0.6748166259168704,-0.806930693069307
Agritech Tunisia,Smart Irrigation,74,58,16.3,négatif,positif,4,Robotics,Europe,660321,244,2024-12-09,-1,1,-0.443609022556391,0.4871794871794872
Agritech Tunisia,Drones for Crop Monitoring,270,207,7.92,positif,négatif,4,Precision Agriculture,Tunisia,2295946,710,2024-12-09,1,-1,2.6486486486486487,2.5689655172413794
Agritech Tunisia,Sustainable Agriculture,436,163,28.6,neutre,positif,2,Technology Adoption,Global,962931,32,2024-12-09,0,1,0.6148148148148149,-0.2125603864734299
Agritech Tunisia,Agricultural Robotics,331,224,5.99,neutre,positif,10,Technology Adoption,Global,2879476,897,2024-12-09,0,1,-0.24082568807339455,0.3742331288343559
Agritech Tunisia,Climate-Smart Agriculture,235,54,12.66,négatif,neutre,4,Robotics,Tunisia,2019890,14,2024-12-09,-1,0,-0.29003021148036257,-0.7589285714285714
Bakourat,Water Management,301,194,4.78,positif,positif,9,Smart Irrigation,Sub-Saharan Africa,4790352,368,2024-11-09,1,1,0.0,0.0
Bakourat,Drones for Crop Monitoring,118,191,21.17,négatif,positif,1,Technology Adoption,Sub-Saharan Africa,481369,674,2024-11-09,-1,1,-0.6079734219269103,-0.015463917525773141
Bakourat,Smart Irrigation,363,218,15.56,négatif,neutre,10,Precision Agriculture,Tunisia,482634,375,2024-11-09,-1,0,2.0762711864406778,0.1413612565445026
Bakourat,Agriculture 4.0,54,259,7.22,négatif,négatif,1,Smart Irrigation,Tunisia,2937073,707,2024-11-09,-1,-1,-0.8512396694214877,0.18807339449541294
Bakourat,Agricultural Robotics,277,288,3.12,neutre,positif,6,Climate Change,North Africa,1802327,322,2024-11-09,0,1,4.12962962962963,0.11196911196911197
Bakourat,Sustainable Agriculture,431,277,1.88,négatif,positif,3,Technology Adoption,Sub-Saharan Africa,268500,335,2024-11-09,-1,1,0.5559566787003609,-0.03819444444444442
Bakourat,Agriculture 4.0,247,193,2.18,positif,positif,5,Climate Change,North Africa,3623279,422,2024-11-09,1,1,-0.42691415313225056,-0.30324909747292417
Bakourat,Climate-Smart Agriculture,63,75,16.06,positif,négatif,4,Water Management,Europe,2658967,792,2024-11-09,1,-1,-0.7449392712550607,-0.6113989637305699
Bakourat,Agricultural Robotics,441,90,26.38,neutre,négatif,9,Technology Adoption,Europe,632547,363,2024-11-09,0,-1,6.0,0.19999999999999996
Bakourat,Sustainable Agriculture,184,238,18.58,positif,positif,9,Smart Irrigation,North Africa,1436257,10,2024-11-09,1,1,-0.5827664399092971,1.6444444444444444
Bakourat,Agriculture 4.0,211,83,17.51,positif,neutre,10,Robotics,Europe,1765388,928,2024-11-09,1,0,0.1467391304347827,-0.6512605042016807
Bakourat,Precision Agriculture,10,198,10.85,positif,positif,4,Robotics,North Africa,2310929,412,2024-11-09,1,1,-0.95260663507109,1.3855421686746987
Bakourat,Climate-Smart Agriculture,138,207,10.89,neutre,neutre,6,AI,North Africa,2812915,160,2024-11-09,0,0,12.8,0.045454545454545414
Bakourat,Climate-Smart Agriculture,347,278,27.17,neutre,négatif,1,AI,Global,3441412,371,2024-11-09,0,-1,1.5144927536231885,0.3429951690821256
Bakourat,Smart Irrigation,38,180,16.34,positif,neutre,6,Drones,Tunisia,1946952,323,2024-11-09,1,0,-0.8904899135446686,-0.3525179856115108
Bakourat,IoT for Farming,492,176,23.53,neutre,neutre,4,Technology Adoption,Tunisia,3421703,481,2024-11-09,0,0,11.947368421052632,-0.022222222222222254
Bakourat,Precision Agriculture,133,267,1.68,négatif,négatif,8,Technology Adoption,Europe,4828723,510,2024-11-09,-1,-1,-0.7296747967479675,0.5170454545454546
Bakourat,Climate-Smart Agriculture,111,293,11.91,négatif,neutre,6,AI,Sub-Saharan Africa,2955924,44,2024-11-09,-1,0,-0.16541353383458646,0.09737827715355807
Bakourat,Agricultural Robotics,492,170,17.06,négatif,neutre,9,Climate Change,Tunisia,2433757,529,2024-11-09,-1,0,3.4324324324324325,-0.41979522184300344
Bakourat,Sustainable Agriculture,315,240,4.66,neutre,neutre,5,Sustainability,North Africa,4266313,711,2024-11-09,0,0,-0.3597560975609756,0.41176470588235303
Bakourat,Smart Irrigation,58,10,6.71,positif,positif,4,Water Management,North Africa,2004274,68,2024-11-09,1,1,-0.8158730158730159,-0.9583333333333334
Bakourat,Water Management,398,152,21.36,neutre,négatif,5,Sustainability,Global,831483,617,2024-11-09,0,-1,5.862068965517241,14.2
Bakourat,Sustainable Agriculture,367,124,14.46,négatif,neutre,4,Technology Adoption,North Africa,4141524,318,2024-11-09,-1,0,-0.07788944723618085,-0.1842105263157895
Bakourat,IoT for Farming,213,253,3.95,positif,positif,7,Climate Change,Sub-Saharan Africa,3457352,611,2024-11-09,1,1,-0.4196185286103542,1.0403225806451615
Bakourat,Agricultural Robotics,216,153,17.49,positif,neutre,8,Water Management,Sub-Saharan Africa,3610265,506,2024-11-09,1,0,0.014084507042253502,-0.3952569169960475
Bakourat,Smart Irrigation,96,80,11.88,positif,positif,7,IoT,Tunisia,4507593,56,2024-11-09,1,1,-0.5555555555555556,-0.4771241830065359
Bakourat,Water Management,463,157,21.79,neutre,neutre,4,Smart Irrigation,Europe,1444266,38,2024-11-09,0,0,3.822916666666667,0.9624999999999999
Bakourat,Agricultural Robotics,478,181,3.42,neutre,négatif,10,Sustainability,Global,4982452,886,2024-11-09,0,-1,0.03239740820734349,0.15286624203821653
Bakourat,Agriculture 4.0,247,142,10.35,neutre,négatif,8,AI,Global,3698537,439,2024-11-09,0,-1,-0.4832635983263598,-0.2154696132596685
Bakourat,Agriculture 4.0,104,26,18.94,négatif,neutre,2,Robotics,Tunisia,1237262,165,2024-11-09,-1,0,-0.5789473684210527,-0.8169014084507042
Bakourat,IoT for Farming,171,10,21.09,neutre,négatif,2,Climate Change,Sub-Saharan Africa,4830023,267,2024-11-09,0,-1,0.6442307692307692,-0.6153846153846154
Bakourat,Water Management,19,22,21.73,positif,positif,5,Smart Irrigation,Tunisia,2069081,17,2024-11-10,1,1,-0.8888888888888888,1.2000000000000002
Bakourat,Drones for Crop Monitoring,61,197,20.09,neutre,négatif,3,Robotics,Europe,3500344,617,2024-11-10,0,-1,2.210526315789474,7.954545454545455
Bakourat,Water Management,126,81,9.49,négatif,négatif,3,Climate Change,Tunisia,3572949,713,2024-11-10,-1,-1,1.0655737704918034,-0.5888324873096447
Bakourat,Drones for Crop Monitoring,369,220,11.69,neutre,négatif,1,Climate Change,Europe,4320996,198,2024-11-10,0,-1,1.9285714285714284,1.7160493827160495
Bakourat,Sustainable Agriculture,66,215,16.42,positif,positif,1,Precision Agriculture,Global,4857891,486,2024-11-10,1,1,-0.8211382113821138,-0.022727272727272707
Bakourat,Agriculture 4.0,296,88,6.14,positif,positif,2,Precision Agriculture,North Africa,448342,409,2024-11-10,1,1,3.4848484848484844,-0.5906976744186047
Bakourat,Drones for Crop Monitoring,422,204,4.13,positif,négatif,5,Drones,Tunisia,1466314,442,2024-11-10,1,-1,0.42567567567567566,1.3181818181818183
Bakourat,Sustainable Agriculture,214,268,9.73,positif,neutre,5,Water Management,Sub-Saharan Africa,1267164,858,2024-11-10,1,0,-0.4928909952606635,0.3137254901960784
Bakourat,Water Management,68,15,0.9,positif,positif,10,AI,Global,2070520,557,2024-11-10,1,1,-0.6822429906542056,-0.9440298507462687
Bakourat,AI in Agriculture,337,170,12.07,positif,positif,8,AI,Sub-Saharan Africa,70075,919,2024-11-10,1,1,3.9558823529411766,10.333333333333334
Bakourat,Smart Irrigation,50,53,14.77,positif,neutre,7,Drones,Europe,2725123,856,2024-11-10,1,0,-0.8516320474777448,-0.6882352941176471
Bakourat,Agriculture 4.0,81,242,9.48,négatif,négatif,3,Drones,Europe,88033,773,2024-11-10,-1,-1,0.6200000000000001,3.566037735849057
Bakourat,Climate-Smart Agriculture,285,108,24.63,négatif,positif,8,Water Management,Europe,1341599,624,2024-11-10,-1,1,2.5185185185185186,-0.5537190082644627
Bakourat,IoT for Farming,193,116,19.15,neutre,neutre,7,Precision Agriculture,Sub-Saharan Africa,2243225,795,2024-11-10,0,0,-0.32280701754385965,0.07407407407407418
Bakourat,Climate-Smart Agriculture,402,132,12.86,négatif,positif,10,Technology Adoption,North Africa,4034746,326,2024-11-10,-1,1,1.082901554404145,0.13793103448275867
Bakourat,Climate-Smart Agriculture,268,196,20.25,positif,négatif,7,Precision Agriculture,Europe,3845950,426,2024-11-10,1,-1,-0.33333333333333337,0.48484848484848486
Bakourat,Sustainable Agriculture,238,75,21.18,négatif,neutre,1,Drones,Tunisia,4381236,243,2024-11-10,-1,0,-0.11194029850746268,-0.6173469387755102
Bakourat,IoT for Farming,241,11,20.31,positif,négatif,10,Climate Change,Global,4840923,501,2024-11-10,1,-1,0.012605042016806678,-0.8533333333333333
Bakourat,Climate-Smart Agriculture,261,254,28.07,neutre,neutre,7,Technology Adoption,Europe,3573561,135,2024-11-10,0,0,0.08298755186721984,22.09090909090909
Bakourat,Precision Agriculture,16,212,13.73,neutre,neutre,2,Precision Agriculture,Tunisia,935024,523,2024-11-10,0,0,-0.9386973180076629,-0.16535433070866146
Bakourat,IoT for Farming,437,210,20.23,positif,négatif,2,Drones,Europe,2813047,158,2024-11-11,1,-1,26.3125,-0.009433962264150941
Bakourat,Climate-Smart Agriculture,397,117,6.36,négatif,positif,4,Smart Irrigation,Europe,4758804,850,2024-11-11,-1,1,-0.09153318077803207,-0.44285714285714284
Bakourat,Agriculture 4.0,189,85,6.22,neutre,neutre,6,Climate Change,Sub-Saharan Africa,4910540,656,2024-11-11,0,0,-0.5239294710327456,-0.27350427350427353
Bakourat,Precision Agriculture,45,102,13.01,négatif,négatif,7,IoT,Tunisia,2803811,813,2024-11-11,-1,-1,-0.7619047619047619,0.19999999999999996
Bakourat,Sustainable Agriculture,38,76,27.97,positif,positif,7,Technology Adoption,North Africa,135213,43,2024-11-11,1,1,-0.15555555555555556,-0.2549019607843137
Bakourat,IoT for Farming,64,294,16.94,neutre,neutre,6,Climate Change,Europe,3814034,912,2024-11-11,0,0,0.6842105263157894,2.8684210526315788
Bakourat,Water Management,190,29,16.79,neutre,négatif,6,Climate Change,North Africa,904690,787,2024-11-11,0,-1,1.96875,-0.9013605442176871
Bakourat,IoT for Farming,134,214,10.95,négatif,neutre,8,Climate Change,Europe,1082257,133,2024-11-11,-1,0,-0.2947368421052632,6.379310344827586
Bakourat,Agriculture 4.0,221,289,3.86,neutre,positif,5,Smart Irrigation,Europe,2909539,833,2024-11-11,0,1,0.6492537313432836,0.35046728971962615
Bakourat,Agricultural Robotics,276,115,17.47,neutre,positif,3,IoT,Global,3379440,356,2024-11-11,0,1,0.248868778280543,-0.6020761245674741
Bakourat,Sustainable Agriculture,336,18,22.92,neutre,négatif,3,Drones,Sub-Saharan Africa,2846874,26,2024-11-11,0,-1,0.21739130434782616,-0.8434782608695652
Bakourat,AI in Agriculture,123,7,22.96,neutre,négatif,8,Precision Agriculture,Sub-Saharan Africa,1279767,71,2024-11-11,0,-1,-0.6339285714285714,-0.6111111111111112
Bakourat,IoT for Farming,498,167,3.2,négatif,neutre,6,Water Management,Sub-Saharan Africa,1096098,372,2024-11-11,-1,0,3.048780487804878,22.857142857142858
Bakourat,IoT for Farming,417,93,4.02,neutre,neutre,4,Drones,Sub-Saharan Africa,2755062,385,2024-11-11,0,0,-0.16265060240963858,-0.44311377245508987
Bakourat,Agricultural Robotics,281,172,14.49,neutre,négatif,10,Water Management,Europe,2499217,167,2024-11-11,0,-1,-0.32613908872901676,0.8494623655913978
Bakourat,Sustainable Agriculture,160,123,6.84,neutre,négatif,5,Technology Adoption,North Africa,4684512,177,2024-11-11,0,-1,-0.43060498220640564,-0.2848837209302325
Bakourat,Precision Agriculture,151,10,5.72,négatif,positif,9,AI,Global,4963243,691,2024-11-11,-1,1,-0.05625000000000002,-0.9186991869918699
